seller_id,seller_order_count,seller_revenue
0015a82c2db000af6aaaf3ae2ecb0532,3,2748.060001373291
001cca7ae9ae17fb1caed9dfb1094831,200,33934.170048713684
001e6ad469a905060d959994f1b41e4f,1,267.9400005340576
002100f778ceb8431b7a1020ff7ab48f,51,2028.1599988937378
003554e2dce176b5555353e4f3555ac8,1,139.3799991607666
004c9cd9d87a3c30c522c48c4fc07416,158,23263.939995765686
00720abe85ba0859807595bbf045a33b,13,1323.4799981117249
00ab3eff1b5192e5f1a63bcecfee11c8,1,110.07999992370605
00d8b143d12632bad99c0ad66ad52825,1,137.0999984741211
00ee68308b45bc5e2660cd833c3f81cc,135,23440.65995669365
00fc707aaaad2d31347cf883cd2dfe10,103,14969.990021705627
010543a62bd80aa422851e79a3bc7540,2,1447.9499988555908
010da0602d7774602cd1b3f5fb7b709e,1,1079.7499656677246
011b0eaba87386a2ae96a7d32bb531d1,1,129.16000366210938
01266d4c46afa519678d16a8b683d325,3,137.48000144958496
013900e863eace745d3ec7614cab5b1a,23,2089.369997024536
014c0679dd340a0e338872e7ec85666a,14,7686.310005187988
014d9a685fd57276679edd00e07089e5,11,876.8099986314774
0176f73cc1195f367f7b32db1e5b3aa8,38,6020.109933853149
01bcc9d254a0143f0ce9791b960b2a47,11,1798.869987487793
01c97ebb5cdac52891c0ed1c37ba0012,9,755.9999990463257
01cf7e3d21494c41fb86034f2e714fa1,61,11738.180025100708
01ed254b9ff8407dfb9d99ba1e17d923,5,1533.7099981307983
01fd077212124329bac32490e8ef80d9,31,1783.3600034713745
01fdefa7697d26ad920e9e0346d4bd1b,129,17690.070116996765
0241d4d5d36f10f80c644447315af0bd,238,38251.610119342804
0249d282d911d23cb8b869ab49c99f53,11,531.8800010681152
024b564ae893ce8e9bfa02c10a401ece,2,918.4000053405762
028872bfa080090a9d0abd4f1af168f8,1,117.86999988555908
02a2272692e13558373c66db98f05e2e,2,93.85000038146973
02b72cdeb9cfcc429f1af6f4e3f3b737,4,748.6399993896484
02c988090b766852e088c69d7fb3b551,13,1836.9499807357788
02d35243ea2e497335cd0f076b45675d,14,6399.949996948242
02dcd3e8e25bee036e32512bcf175493,14,1804.0699977874756
02ecc2a19303f05e59ce133fd923fff7,21,5742.399980545044
02f5837340d7eb4f653d676c7256523a,30,4463.880074501038
02f623a8eb246f3c5f7c2f96462654e6,44,7207.630009651184
0307f7565ff85b299b6e5ef162b1b1a9,7,5003.570002555847
0336182e1b3e92f029d5354832045fdf,1,47.36999988555908
034b9387752bfa309f350a70cd45ffa3,8,240.25999641418457
038b75b729c8a9a04b0d07cba7eabe86,2,557.8499984741211
039b29ff3b3473435d0cd59040575de9,9,215.5499973297119
039e6ad9dae79614493083e241147386,5,13273.419998168945
03a2a6dcbe45d639c4dc2a0d24769c40,9,1250.660002708435
03bd479e1d9484cdb14104d3023f7321,3,417.4200038909912
0417b067eeab773d2f7061a726dc477f,13,2501.75
042573af89b6d931f672efaf789d8358,3,478.570011138916
04308b1ee57b6625f47df1d56f00eedf,94,63184.99193191528
0432ead42b6c8a0bdf68154add917fdf,85,8999.620127797127
044668ccd5316b12a7cf0d54a156e3e9,3,191.35000228881836
04843805947f0fc584fc1969b6e50fe7,1,1474.7600021362305
048c2757535328e0d7dac690ad3c0aae,51,10551.059794425964
04aa0a1c5ce6b222003403a3e11c3cc0,11,6339.509996414185
04aba03279157f6d4e0fe8ccaf21963c,16,2922.329993247986
04e38a233f726ef161074ab1c9b0399a,23,1811.2700033187866
04ee0ec01589969663ba5967c0e0bdc0,1,314.31999015808105
04fdea0c111866e6cf812f1570d6b5bd,10,1261.9500007629395
0509040ea3fe50071181bbc359eb7738,89,5183.099989891052
052577151711aec5c744fe12e66db3e1,4,2970.42000579834
054694fa03fe82cec4b7551487331d74,21,10703.750007629395
056b4ada5bbc2c50cc7842547dda6b51,65,13639.410245418549
0570350b23eda5444f8d1d9544932058,6,751.7600092887878
05730013efda596306417c3b09302475,4,1168.6700057983398
058cb5aeb36d7c0fcae20fc85d5e0a59,12,2107.4200115203857
058fd0aa2bfdb2274e05e1ae971dabb6,61,8555.799990177155
05a48cc8859962767935ab9087417fbb,1,59.39000129699707
05a940b4ecae36cadfd8e93bd9c43257,10,1148.9399938583374
05aebce0b5c8f0d41b29b686f2d05fd3,2,120.88000106811523
05ca864204d09595ae591b93ea9cf93d,1,188.41999435424805
05d2173d43ea568aa0540eba70d2ca76,62,7438.930006027222
05e107217c7266362fd44b75b2cd4cc4,5,275.3899984359741
05f51e13da97139648b8125c31e5f51b,60,15788.2998046875
05feb94f19d094d4b0f9281f0b1d4c99,6,10050.039993286133
05ff92fedb5be47920fea08e501238b9,59,23808.170167922974
062c325cd6a2b87845fab56b4ec2eeae,2,157.0799970626831
062ce95fa2ad4dfaedfc79260130565f,55,8721.43989622593
06532f10282704ef4c69168b914b77be,8,10918.73999786377
06579cb253ecd5a3a12a9e6eb6bf8f47,62,6226.6100878715515
066a6914e1ebf3ea95a216c73a986b91,68,11115.949958384037
0691148aee60ca47977c187804f935ae,47,7359.45004940033
0692610d8abe24f287e9fae90ea0bbee,4,205.72000122070312
06a2c3af7b3aee5d69171b0e14f0ee87,392,48550.23936653137
06bb3a2fe5e7b7a845b13e8fb91bd944,17,1862.3299837112427
06df0c10d34e459d9672bc77388742eb,26,9595.770002365112
06e5eefc71ec47ae763c5c6f8db7064f,92,24381.839909553528
07017df32dc5f2f1d2801e579548d620,8,1128.2400121688843
070d165398b553f3b4b851c216b8a358,32,4396.750020503998
0725b8c0f3f906e58f70cbe76b7c748c,17,2905.990005493164
0743a0239d764b9a0f959a57d07e36ab,4,403.2199935913086
0747d5bb69f0586cc869d8af4c50f93e,14,555.4900062084198
0761743cbffb25d7148189e9f1a5f03a,3,327.4000015258789
077c5fae4bea9500e3737b16f71b9d3a,4,177.24000072479248
0791d9fc1e30678ecf03d3e55fa108d3,5,1028.989995956421
079d295dcbf06ee8bb1b65ba964eb2b6,5,540.0900001525879
07a9bc7f61396b658ddf3ac534efe44c,1,135.4900016784668
07bf9669d84d1f11be443a9dd938f698,18,2422.219997406006
07d75e33f2750d97d467fb57e4dfdd8a,2,759.5900249481201
07de60b03d150fb3ea09eab5da5e4c8b,9,889.0000133514404
07e8e8fc5222bb358e6f259da3197074,2,74.85999917984009
080102cd0a76b09e0dcf55fcacc60e05,124,7912.710079908371
080199a181c46c657dc5aa235411be3b,79,15544.880421876907
08061dc0fc165ed41288cc7acde738ee,4,182.22000122070312
08084d990eb3f53af056ccbc1730c8a7,12,606.7900009155273
081acf3de680d554796c9cf041be7bc2,4,1802.8000173568726
082e0bf4cb865a6533b1e8e498cc0255,11,3064.3300132751465
085f6f7e049c996695fb2074fe38d45e,6,435.9599962234497
08633c14ef2db992c11f840f04fad4cd,74,9068.820024967194
0873d9f8f36123f8d910f4760e788cfb,6,7426.650091171265
0885aaf116795758dfeb5f1032487bcd,28,3162.3200092315674
0887a9f087bcd5d9f6642b52f897fc6c,12,1862.3500003814697
08ad4ac1388e4420ca531c3edfc46198,6,310.66999912261963
